Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of a nutrient adequate diet [CoNA]
Food Prices for Nutrition 2.0,FPN 2.0,Armenia,ARM,2017,YR2017,2.208
Food Prices for Nutrition 2.0,FPN 2.0,Albania,ALB,2017,YR2017,2.471
Food Prices for Nutrition 2.0,FPN 2.0,Algeria,DZA,2017,YR2017,2.323
Food Prices for Nutrition 2.0,FPN 2.0,Angola,AGO,2017,YR2017,3.231
Food Prices for Nutrition 2.0,FPN 2.0,Anguilla,AIA,2017,YR2017,2.433
Food Prices for Nutrition 2.0,FPN 2.0,Antigua and Barbuda,ATG,2017,YR2017,3.017
Food Prices for Nutrition 2.0,FPN 2.0,Argentina,ARG,2017,YR2017,2.625
Food Prices for Nutrition 2.0,FPN 2.0,Aruba,ABW,2017,YR2017,2.835
Food Prices for Nutrition 2.0,FPN 2.0,Australia,AUS,2017,YR2017,1.595
Food Prices for Nutrition 2.0,FPN 2.0,Austria,AUT,2017,YR2017,2.256
Food Prices for Nutrition 2.0,FPN 2.0,Azerbaijan,AZE,2017,YR2017,1.836
Food Prices for Nutrition 2.0,FPN 2.0,"Bahamas, The",BHS,2017,YR2017,4.683
Food Prices for Nutrition 2.0,FPN 2.0,Bahrain,BHR,2017,YR2017,2.829
Food Prices for Nutrition 2.0,FPN 2.0,Bangladesh,BGD,2017,YR2017,1.947
Food Prices for Nutrition 2.0,FPN 2.0,Barbados,BRB,2017,YR2017,2.226
Food Prices for Nutrition 2.0,FPN 2.0,Belarus,BLR,2017,YR2017,2.161
Food Prices for Nutrition 2.0,FPN 2.0,Belgium,BEL,2017,YR2017,2.406
Food Prices for Nutrition 2.0,FPN 2.0,Belize,BLZ,2017,YR2017,2.803
Food Prices for Nutrition 2.0,FPN 2.0,Benin,BEN,2017,YR2017,2.498
Food Prices for Nutrition 2.0,FPN 2.0,Bermuda,BMU,2017,YR2017,4.706
Food Prices for Nutrition 2.0,FPN 2.0,Bhutan,BTN,2017,YR2017,2.802
Food Prices for Nutrition 2.0,FPN 2.0,Bolivia,BOL,2017,YR2017,3.338
Food Prices for Nutrition 2.0,FPN 2.0,Bonaire,BON,2017,YR2017,3.329
Food Prices for Nutrition 2.0,FPN 2.0,Bosnia and Herzegovina,BIH,2017,YR2017,3.051
Food Prices for Nutrition 2.0,FPN 2.0,Botswana,BWA,2017,YR2017,2.25
Food Prices for Nutrition 2.0,FPN 2.0,Brazil,BRA,2017,YR2017,2.657
Food Prices for Nutrition 2.0,FPN 2.0,British Virgin Islands,VGB,2017,YR2017,3.059
Food Prices for Nutrition 2.0,FPN 2.0,Brunei Darussalam,BRN,2017,YR2017,2.376
Food Prices for Nutrition 2.0,FPN 2.0,Bulgaria,BGR,2017,YR2017,2.768
Food Prices for Nutrition 2.0,FPN 2.0,Burkina Faso,BFA,2017,YR2017,2.538
Food Prices for Nutrition 2.0,FPN 2.0,Burundi,BDI,2017,YR2017,1.589
Food Prices for Nutrition 2.0,FPN 2.0,Cabo Verde,CPV,2017,YR2017,2.522
Food Prices for Nutrition 2.0,FPN 2.0,Cambodia,KHM,2017,YR2017,2.761
Food Prices for Nutrition 2.0,FPN 2.0,Cameroon,CMR,2017,YR2017,2.065
Food Prices for Nutrition 2.0,FPN 2.0,Canada,CAN,2017,YR2017,2.111
Food Prices for Nutrition 2.0,FPN 2.0,Cayman Islands,CYM,2017,YR2017,2.231
Food Prices for Nutrition 2.0,FPN 2.0,Central African Republic,CAF,2017,YR2017,1.706
Food Prices for Nutrition 2.0,FPN 2.0,Chad,TCD,2017,YR2017,1.761
Food Prices for Nutrition 2.0,FPN 2.0,Chile,CHL,2017,YR2017,2.179
Food Prices for Nutrition 2.0,FPN 2.0,China,CHN,2017,YR2017,2.111
Food Prices for Nutrition 2.0,FPN 2.0,Colombia,COL,2017,YR2017,2.526
Food Prices for Nutrition 2.0,FPN 2.0,Comoros,COM,2017,YR2017,3.461
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Dem. Rep.",COD,2017,YR2017,2.049
Food Prices for Nutrition 2.0,FPN 2.0,"Congo, Rep.",COG,2017,YR2017,2.576
Food Prices for Nutrition 2.0,FPN 2.0,Costa Rica,CRI,2017,YR2017,2.824
Food Prices for Nutrition 2.0,FPN 2.0,Côte d'Ivoire,CIV,2017,YR2017,1.619
Food Prices for Nutrition 2.0,FPN 2.0,Croatia,HRV,2017,YR2017,3.211
Food Prices for Nutrition 2.0,FPN 2.0,Curacao,CUW,2017,YR2017,2.396
Food Prices for Nutrition 2.0,FPN 2.0,Cyprus,CYP,2017,YR2017,2.068
Food Prices for Nutrition 2.0,FPN 2.0,Czech Republic,CZE,2017,YR2017,2.361
Food Prices for Nutrition 2.0,FPN 2.0,Denmark,DNK,2017,YR2017,1.728
Food Prices for Nutrition 2.0,FPN 2.0,Djibouti,DJI,2017,YR2017,2.459
Food Prices for Nutrition 2.0,FPN 2.0,Dominica,DMA,2017,YR2017,3.478
Food Prices for Nutrition 2.0,FPN 2.0,Dominican Republic,DOM,2017,YR2017,2.876
Food Prices for Nutrition 2.0,FPN 2.0,East Asia & Pacific,EAS,2017,YR2017,2.62
Food Prices for Nutrition 2.0,FPN 2.0,Ecuador,ECU,2017,YR2017,2.512
Food Prices for Nutrition 2.0,FPN 2.0,"Egypt, Arab Rep.",EGY,2017,YR2017,2.29
Food Prices for Nutrition 2.0,FPN 2.0,El Salvador,SLV,2017,YR2017,5.866
Food Prices for Nutrition 2.0,FPN 2.0,Equatorial Guinea,GNQ,2017,YR2017,1.865
Food Prices for Nutrition 2.0,FPN 2.0,Estonia,EST,2017,YR2017,2.554
Food Prices for Nutrition 2.0,FPN 2.0,Eswatini,SWZ,2017,YR2017,2.244
Food Prices for Nutrition 2.0,FPN 2.0,Ethiopia,ETH,2017,YR2017,2.004
Food Prices for Nutrition 2.0,FPN 2.0,Europe & Central Asia,ECS,2017,YR2017,2.232
Food Prices for Nutrition 2.0,FPN 2.0,Fiji,FJI,2017,YR2017,2.558
Food Prices for Nutrition 2.0,FPN 2.0,Finland,FIN,2017,YR2017,2.465
Food Prices for Nutrition 2.0,FPN 2.0,France,FRA,2017,YR2017,1.874
Food Prices for Nutrition 2.0,FPN 2.0,Gabon,GAB,2017,YR2017,2.57
Food Prices for Nutrition 2.0,FPN 2.0,"Gambia, The",GMB,2017,YR2017,2.529
Food Prices for Nutrition 2.0,FPN 2.0,Germany,DEU,2017,YR2017,2.224
Food Prices for Nutrition 2.0,FPN 2.0,Ghana,GHA,2017,YR2017,2.516
Food Prices for Nutrition 2.0,FPN 2.0,Greece,GRC,2017,YR2017,2.557
Food Prices for Nutrition 2.0,FPN 2.0,Grenada,GRD,2017,YR2017,3.767
Food Prices for Nutrition 2.0,FPN 2.0,Guinea,GIN,2017,YR2017,2.215
Food Prices for Nutrition 2.0,FPN 2.0,Guinea-Bissau,GNB,2017,YR2017,1.857
Food Prices for Nutrition 2.0,FPN 2.0,Guyana,GUY,2017,YR2017,3.606
Food Prices for Nutrition 2.0,FPN 2.0,Haiti,HTI,2017,YR2017,2.929
Food Prices for Nutrition 2.0,FPN 2.0,High income,HIC,2017,YR2017,2.411
Food Prices for Nutrition 2.0,FPN 2.0,Honduras,HND,2017,YR2017,3.472
Food Prices for Nutrition 2.0,FPN 2.0,"Hong Kong SAR, China",HKG,2017,YR2017,2.316
Food Prices for Nutrition 2.0,FPN 2.0,Hungary,HUN,2017,YR2017,2.258
Food Prices for Nutrition 2.0,FPN 2.0,Iceland,ISL,2017,YR2017,2.422
Food Prices for Nutrition 2.0,FPN 2.0,India,IND,2017,YR2017,2.125
Food Prices for Nutrition 2.0,FPN 2.0,Indonesia,IDN,2017,YR2017,2.664
Food Prices for Nutrition 2.0,FPN 2.0,"Iran, Islamic Rep.",IRN,2017,YR2017,2.009
Food Prices for Nutrition 2.0,FPN 2.0,Iraq,IRQ,2017,YR2017,2.505
Food Prices for Nutrition 2.0,FPN 2.0,Ireland,IRL,2017,YR2017,2.026
Food Prices for Nutrition 2.0,FPN 2.0,Israel,ISR,2017,YR2017,1.898
Food Prices for Nutrition 2.0,FPN 2.0,Italy,ITA,2017,YR2017,2.226
Food Prices for Nutrition 2.0,FPN 2.0,Jamaica,JAM,2017,YR2017,4.057
Food Prices for Nutrition 2.0,FPN 2.0,Japan,JPN,2017,YR2017,3.557
Food Prices for Nutrition 2.0,FPN 2.0,Jordan,JOR,2017,YR2017,1.61
Food Prices for Nutrition 2.0,FPN 2.0,Kazakhstan,KAZ,2017,YR2017,1.753
Food Prices for Nutrition 2.0,FPN 2.0,Kenya,KEN,2017,YR2017,1.851
Food Prices for Nutrition 2.0,FPN 2.0,"Korea, Rep.",KOR,2017,YR2017,4.242
Food Prices for Nutrition 2.0,FPN 2.0,Kuwait,KWT,2017,YR2017,1.791
Food Prices for Nutrition 2.0,FPN 2.0,Kyrgyz Republic,KGZ,2017,YR2017,2.459
Food Prices for Nutrition 2.0,FPN 2.0,Lao PDR,LAO,2017,YR2017,2.901
Food Prices for Nutrition 2.0,FPN 2.0,Latin America & Caribbean,LCN,2017,YR2017,3.056
Food Prices for Nutrition 2.0,FPN 2.0,Latvia,LVA,2017,YR2017,2.029
Food Prices for Nutrition 2.0,FPN 2.0,Lesotho,LSO,2017,YR2017,2.306
Food Prices for Nutrition 2.0,FPN 2.0,Liberia,LBR,2017,YR2017,2.982
Food Prices for Nutrition 2.0,FPN 2.0,Lithuania,LTU,2017,YR2017,1.969
Food Prices for Nutrition 2.0,FPN 2.0,Low income,LIC,2017,YR2017,2.054
Food Prices for Nutrition 2.0,FPN 2.0,Lower middle income,LMC,2017,YR2017,2.467
Food Prices for Nutrition 2.0,FPN 2.0,Luxembourg,LUX,2017,YR2017,2.038
Food Prices for Nutrition 2.0,FPN 2.0,Madagascar,MDG,2017,YR2017,2.589
Food Prices for Nutrition 2.0,FPN 2.0,Malawi,MWI,2017,YR2017,1.616
Food Prices for Nutrition 2.0,FPN 2.0,Malaysia,MYS,2017,YR2017,2.384
Food Prices for Nutrition 2.0,FPN 2.0,Maldives,MDV,2017,YR2017,2.686
Food Prices for Nutrition 2.0,FPN 2.0,Mali,MLI,2017,YR2017,1.985
Food Prices for Nutrition 2.0,FPN 2.0,Malta,MLT,2017,YR2017,2.647
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2017,YR2017,2.814
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2017,YR2017,2.519
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2017,YR2017,2.483
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2017,YR2017,2.032
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2017,YR2017,1.683
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2017,YR2017,2.259
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2017,YR2017,2.294
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2017,YR2017,3.684
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2017,YR2017,1.912
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2017,YR2017,1.969
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2017,YR2017,2.6
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2017,YR2017,1.839
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2017,YR2017,2.565
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2017,YR2017,1.771
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2017,YR2017,2.223
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2017,YR2017,2.489
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2017,YR2017,1.658
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2017,YR2017,2.115
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2017,YR2017,3.011
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2017,YR2017,2.972
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2017,YR2017,2.849
Food Prices for Nutrition 2.0,FPN 2.0,Oman,OMN,2017,YR2017,1.899
Food Prices for Nutrition 2.0,FPN 2.0,Pakistan,PAK,2017,YR2017,1.946
Food Prices for Nutrition 2.0,FPN 2.0,Panama,PAN,2017,YR2017,3.224
Food Prices for Nutrition 2.0,FPN 2.0,Paraguay,PRY,2017,YR2017,3.886
Food Prices for Nutrition 2.0,FPN 2.0,Peru,PER,2017,YR2017,2.24
Food Prices for Nutrition 2.0,FPN 2.0,Philippines,PHL,2017,YR2017,2.82
Food Prices for Nutrition 2.0,FPN 2.0,Poland,POL,2017,YR2017,1.925
Food Prices for Nutrition 2.0,FPN 2.0,Portugal,PRT,2017,YR2017,1.835
Food Prices for Nutrition 2.0,FPN 2.0,Qatar,QAT,2017,YR2017,1.173
Food Prices for Nutrition 2.0,FPN 2.0,Romania,ROU,2017,YR2017,2.186
Food Prices for Nutrition 2.0,FPN 2.0,Russian Federation,RUS,2017,YR2017,2.215
Food Prices for Nutrition 2.0,FPN 2.0,Rwanda,RWA,2017,YR2017,1.311
Food Prices for Nutrition 2.0,FPN 2.0,Sao Tome and Principe,STP,2017,YR2017,2.569
Food Prices for Nutrition 2.0,FPN 2.0,Saudi Arabia,SAU,2017,YR2017,1.752
Food Prices for Nutrition 2.0,FPN 2.0,Senegal,SEN,2017,YR2017,1.858
Food Prices for Nutrition 2.0,FPN 2.0,Serbia,SRB,2017,YR2017,2.669
Food Prices for Nutrition 2.0,FPN 2.0,Seychelles,SYC,2017,YR2017,2.169
Food Prices for Nutrition 2.0,FPN 2.0,Sierra Leone,SLE,2017,YR2017,2.201
Food Prices for Nutrition 2.0,FPN 2.0,Singapore,SGP,2017,YR2017,2.024
Food Prices for Nutrition 2.0,FPN 2.0,Sint Maarten (Dutch part),SXM,2017,YR2017,3.944
Food Prices for Nutrition 2.0,FPN 2.0,Slovak Republic,SVK,2017,YR2017,1.977
Food Prices for Nutrition 2.0,FPN 2.0,Slovenia,SVN,2017,YR2017,2.015
Food Prices for Nutrition 2.0,FPN 2.0,South Africa,ZAF,2017,YR2017,3.407
Food Prices for Nutrition 2.0,FPN 2.0,South Asia,SAS,2017,YR2017,2.328
Food Prices for Nutrition 2.0,FPN 2.0,Spain,ESP,2017,YR2017,1.752
Food Prices for Nutrition 2.0,FPN 2.0,Sri Lanka,LKA,2017,YR2017,2.228
Food Prices for Nutrition 2.0,FPN 2.0,St. Kitts and Nevis,KNA,2017,YR2017,2.994
Food Prices for Nutrition 2.0,FPN 2.0,St. Lucia,LCA,2017,YR2017,2.651
Food Prices for Nutrition 2.0,FPN 2.0,St. Vincent and the Grenadines,VCT,2017,YR2017,3.054
Food Prices for Nutrition 2.0,FPN 2.0,Sub-Saharan Africa,SSF,2017,YR2017,2.192
Food Prices for Nutrition 2.0,FPN 2.0,Sudan,SDN,2017,YR2017,2.089
Food Prices for Nutrition 2.0,FPN 2.0,Suriname,SUR,2017,YR2017,3.386
Food Prices for Nutrition 2.0,FPN 2.0,Sweden,SWE,2017,YR2017,2.434
Food Prices for Nutrition 2.0,FPN 2.0,Switzerland,CHE,2017,YR2017,2.101
Food Prices for Nutrition 2.0,FPN 2.0,"Taiwan, China",TWN,2017,YR2017,2.996
Food Prices for Nutrition 2.0,FPN 2.0,Tajikistan,TJK,2017,YR2017,2.345
Food Prices for Nutrition 2.0,FPN 2.0,Tanzania,TZA,2017,YR2017,1.944
Food Prices for Nutrition 2.0,FPN 2.0,Thailand,THA,2017,YR2017,2.883
Food Prices for Nutrition 2.0,FPN 2.0,Togo,TGO,2017,YR2017,2.31
Food Prices for Nutrition 2.0,FPN 2.0,Trinidad and Tobago,TTO,2017,YR2017,3.135
Food Prices for Nutrition 2.0,FPN 2.0,Tunisia,TUN,2017,YR2017,1.88
Food Prices for Nutrition 2.0,FPN 2.0,Türkiye,TUR,2017,YR2017,2.286
Food Prices for Nutrition 2.0,FPN 2.0,Turks and Caicos Islands,TCA,2017,YR2017,2.453
Food Prices for Nutrition 2.0,FPN 2.0,Uganda,UGA,2017,YR2017,1.8
Food Prices for Nutrition 2.0,FPN 2.0,United Arab Emirates,ARE,2017,YR2017,1.806
Food Prices for Nutrition 2.0,FPN 2.0,United Kingdom,GBR,2017,YR2017,1.526
Food Prices for Nutrition 2.0,FPN 2.0,United States,USA,2017,YR2017,2.215
Food Prices for Nutrition 2.0,FPN 2.0,Upper middle income,UMC,2017,YR2017,2.628
Food Prices for Nutrition 2.0,FPN 2.0,Uruguay,URY,2017,YR2017,2.129
Food Prices for Nutrition 2.0,FPN 2.0,Vietnam,VNM,2017,YR2017,2.514
Food Prices for Nutrition 2.0,FPN 2.0,West Bank and Gaza,PSE,2017,YR2017,1.761
Food Prices for Nutrition 2.0,FPN 2.0,WORLD,WLD,2017,YR2017,2.441
Food Prices for Nutrition 2.0,FPN 2.0,Zambia,ZMB,2017,YR2017,2.38
Food Prices for Nutrition 2.0,FPN 2.0,Zimbabwe,ZWE,2017,YR2017,0.709
Food Prices for Nutrition 2.1,FPN 2.1,Armenia,ARM,2017,YR2017,2.208
Food Prices for Nutrition 2.1,FPN 2.1,Albania,ALB,2017,YR2017,2.471
Food Prices for Nutrition 2.1,FPN 2.1,Algeria,DZA,2017,YR2017,2.323
Food Prices for Nutrition 2.1,FPN 2.1,Angola,AGO,2017,YR2017,3.231
Food Prices for Nutrition 2.1,FPN 2.1,Anguilla,AIA,2017,YR2017,2.433
Food Prices for Nutrition 2.1,FPN 2.1,Antigua and Barbuda,ATG,2017,YR2017,3.017
Food Prices for Nutrition 2.1,FPN 2.1,Argentina,ARG,2017,YR2017,2.625
Food Prices for Nutrition 2.1,FPN 2.1,Aruba,ABW,2017,YR2017,2.835
Food Prices for Nutrition 2.1,FPN 2.1,Australia,AUS,2017,YR2017,1.595
Food Prices for Nutrition 2.1,FPN 2.1,Austria,AUT,2017,YR2017,2.256
Food Prices for Nutrition 2.1,FPN 2.1,Azerbaijan,AZE,2017,YR2017,1.836
Food Prices for Nutrition 2.1,FPN 2.1,"Bahamas, The",BHS,2017,YR2017,4.683
Food Prices for Nutrition 2.1,FPN 2.1,Bahrain,BHR,2017,YR2017,2.829
Food Prices for Nutrition 2.1,FPN 2.1,Bangladesh,BGD,2017,YR2017,1.947
Food Prices for Nutrition 2.1,FPN 2.1,Barbados,BRB,2017,YR2017,2.226
Food Prices for Nutrition 2.1,FPN 2.1,Belarus,BLR,2017,YR2017,2.161
Food Prices for Nutrition 2.1,FPN 2.1,Belgium,BEL,2017,YR2017,2.406
Food Prices for Nutrition 2.1,FPN 2.1,Belize,BLZ,2017,YR2017,2.803
Food Prices for Nutrition 2.1,FPN 2.1,Benin,BEN,2017,YR2017,2.498
Food Prices for Nutrition 2.1,FPN 2.1,Bermuda,BMU,2017,YR2017,4.706
Food Prices for Nutrition 2.1,FPN 2.1,Bhutan,BTN,2017,YR2017,2.802
Food Prices for Nutrition 2.1,FPN 2.1,Bolivia,BOL,2017,YR2017,3.338
Food Prices for Nutrition 2.1,FPN 2.1,Bonaire,BON,2017,YR2017,3.329
Food Prices for Nutrition 2.1,FPN 2.1,Bosnia and Herzegovina,BIH,2017,YR2017,3.051
Food Prices for Nutrition 2.1,FPN 2.1,Botswana,BWA,2017,YR2017,2.25
Food Prices for Nutrition 2.1,FPN 2.1,Brazil,BRA,2017,YR2017,2.657
Food Prices for Nutrition 2.1,FPN 2.1,British Virgin Islands,VGB,2017,YR2017,3.059
Food Prices for Nutrition 2.1,FPN 2.1,Brunei Darussalam,BRN,2017,YR2017,2.376
Food Prices for Nutrition 2.1,FPN 2.1,Bulgaria,BGR,2017,YR2017,2.768
Food Prices for Nutrition 2.1,FPN 2.1,Burkina Faso,BFA,2017,YR2017,2.538
Food Prices for Nutrition 2.1,FPN 2.1,Burundi,BDI,2017,YR2017,1.589
Food Prices for Nutrition 2.1,FPN 2.1,Cabo Verde,CPV,2017,YR2017,2.522
Food Prices for Nutrition 2.1,FPN 2.1,Cambodia,KHM,2017,YR2017,2.761
Food Prices for Nutrition 2.1,FPN 2.1,Cameroon,CMR,2017,YR2017,2.065
Food Prices for Nutrition 2.1,FPN 2.1,Canada,CAN,2017,YR2017,2.111
Food Prices for Nutrition 2.1,FPN 2.1,Cayman Islands,CYM,2017,YR2017,2.231
Food Prices for Nutrition 2.1,FPN 2.1,Central African Republic,CAF,2017,YR2017,1.706
Food Prices for Nutrition 2.1,FPN 2.1,Chad,TCD,2017,YR2017,1.761
Food Prices for Nutrition 2.1,FPN 2.1,Chile,CHL,2017,YR2017,2.179
Food Prices for Nutrition 2.1,FPN 2.1,China,CHN,2017,YR2017,2.111
Food Prices for Nutrition 2.1,FPN 2.1,Colombia,COL,2017,YR2017,2.526
Food Prices for Nutrition 2.1,FPN 2.1,Comoros,COM,2017,YR2017,3.461
Food Prices for Nutrition 2.1,FPN 2.1,"Congo, Dem. Rep.",COD,2017,YR2017,2.049
Food Prices for Nutrition 2.1,FPN 2.1,"Congo, Rep.",COG,2017,YR2017,2.576
Food Prices for Nutrition 2.1,FPN 2.1,Costa Rica,CRI,2017,YR2017,2.824
Food Prices for Nutrition 2.1,FPN 2.1,Côte d'Ivoire,CIV,2017,YR2017,1.619
Food Prices for Nutrition 2.1,FPN 2.1,Croatia,HRV,2017,YR2017,3.211
Food Prices for Nutrition 2.1,FPN 2.1,Curacao,CUW,2017,YR2017,2.396
Food Prices for Nutrition 2.1,FPN 2.1,Cyprus,CYP,2017,YR2017,2.068
Food Prices for Nutrition 2.1,FPN 2.1,Czech Republic,CZE,2017,YR2017,2.361
Food Prices for Nutrition 2.1,FPN 2.1,Denmark,DNK,2017,YR2017,1.728
Food Prices for Nutrition 2.1,FPN 2.1,Djibouti,DJI,2017,YR2017,2.459
Food Prices for Nutrition 2.1,FPN 2.1,Dominica,DMA,2017,YR2017,3.478
Food Prices for Nutrition 2.1,FPN 2.1,Dominican Republic,DOM,2017,YR2017,2.876
Food Prices for Nutrition 2.1,FPN 2.1,East Asia & Pacific,EAS,2017,YR2017,2.62
Food Prices for Nutrition 2.1,FPN 2.1,Ecuador,ECU,2017,YR2017,2.512
Food Prices for Nutrition 2.1,FPN 2.1,"Egypt, Arab Rep.",EGY,2017,YR2017,2.29
Food Prices for Nutrition 2.1,FPN 2.1,El Salvador,SLV,2017,YR2017,5.866
Food Prices for Nutrition 2.1,FPN 2.1,Equatorial Guinea,GNQ,2017,YR2017,1.865
Food Prices for Nutrition 2.1,FPN 2.1,Estonia,EST,2017,YR2017,2.554
Food Prices for Nutrition 2.1,FPN 2.1,Eswatini,SWZ,2017,YR2017,2.244
